date_id,date,day,month,month_name,quarter,year,week
1,2024-01-01,1,1,January,1,2024,1
2,2024-01-02,2,1,January,1,2024,1
3,2024-01-03,3,1,January,1,2024,1
4,2024-01-04,4,1,January,1,2024,1
5,2024-01-05,5,1,January,1,2024,1
6,2024-01-06,6,1,January,1,2024,1
7,2024-01-07,7,1,January,1,2024,1
8,2024-01-08,8,1,January,1,2024,2
9,2024-01-09,9,1,January,1,2024,2
10,2024-01-10,10,1,January,1,2024,2
11,2024-01-11,11,1,January,1,2024,2
12,2024-01-12,12,1,January,1,2024,2
13,2024-01-13,13,1,January,1,2024,2
14,2024-01-14,14,1,January,1,2024,2
15,2024-01-15,15,1,January,1,2024,3
16,2024-01-16,16,1,January,1,2024,3
17,2024-01-17,17,1,January,1,2024,3
18,2024-01-18,18,1,January,1,2024,3
19,2024-01-19,19,1,January,1,2024,3
20,2024-01-20,20,1,January,1,2024,3
21,2024-01-21,21,1,January,1,2024,3
22,2024-01-22,22,1,January,1,2024,4
23,2024-01-23,23,1,January,1,2024,4
24,2024-01-24,24,1,January,1,2024,4
25,2024-01-25,25,1,January,1,2024,4
26,2024-01-26,26,1,January,1,2024,4
27,2024-01-27,27,1,January,1,2024,4
28,2024-01-28,28,1,January,1,2024,4
29,2024-01-29,29,1,January,1,2024,5
30,2024-01-30,30,1,January,1,2024,5
31,2024-01-31,31,1,January,1,2024,5
32,2024-02-01,1,2,February,1,2024,5
33,2024-02-02,2,2,February,1,2024,5
34,2024-02-03,3,2,February,1,2024,5
35,2024-02-04,4,2,February,1,2024,5
36,2024-02-05,5,2,February,1,2024,6
37,2024-02-06,6,2,February,1,2024,6
38,2024-02-07,7,2,February,1,2024,6
39,2024-02-08,8,2,February,1,2024,6
40,2024-02-09,9,2,February,1,2024,6
41,2024-02-10,10,2,February,1,2024,6
42,2024-02-11,11,2,February,1,2024,6
43,2024-02-12,12,2,February,1,2024,7
44,2024-02-13,13,2,February,1,2024,7
45,2024-02-14,14,2,February,1,2024,7
46,2024-02-15,15,2,February,1,2024,7
47,2024-02-16,16,2,February,1,2024,7
48,2024-02-17,17,2,February,1,2024,7
49,2024-02-18,18,2,February,1,2024,7
50,2024-02-19,19,2,February,1,2024,8
51,2024-02-20,20,2,February,1,2024,8
52,2024-02-21,21,2,February,1,2024,8
53,2024-02-22,22,2,February,1,2024,8
54,2024-02-23,23,2,February,1,2024,8
55,2024-02-24,24,2,February,1,2024,8
56,2024-02-25,25,2,February,1,2024,8
57,2024-02-26,26,2,February,1,2024,9
58,2024-02-27,27,2,February,1,2024,9
59,2024-02-28,28,2,February,1,2024,9
60,2024-02-29,29,2,February,1,2024,9
61,2024-03-01,1,3,March,1,2024,9
62,2024-03-02,2,3,March,1,2024,9
63,2024-03-03,3,3,March,1,2024,9
64,2024-03-04,4,3,March,1,2024,10
65,2024-03-05,5,3,March,1,2024,10
66,2024-03-06,6,3,March,1,2024,10
67,2024-03-07,7,3,March,1,2024,10
68,2024-03-08,8,3,March,1,2024,10
69,2024-03-09,9,3,March,1,2024,10
70,2024-03-10,10,3,March,1,2024,10
71,2024-03-11,11,3,March,1,2024,11
72,2024-03-12,12,3,March,1,2024,11
73,2024-03-13,13,3,March,1,2024,11
74,2024-03-14,14,3,March,1,2024,11
75,2024-03-15,15,3,March,1,2024,11
76,2024-03-16,16,3,March,1,2024,11
77,2024-03-17,17,3,March,1,2024,11
78,2024-03-18,18,3,March,1,2024,12
79,2024-03-19,19,3,March,1,2024,12
80,2024-03-20,20,3,March,1,2024,12
81,2024-03-21,21,3,March,1,2024,12
82,2024-03-22,22,3,March,1,2024,12
83,2024-03-23,23,3,March,1,2024,12
84,2024-03-24,24,3,March,1,2024,12
85,2024-03-25,25,3,March,1,2024,13
86,2024-03-26,26,3,March,1,2024,13
87,2024-03-27,27,3,March,1,2024,13
88,2024-03-28,28,3,March,1,2024,13
89,2024-03-29,29,3,March,1,2024,13
90,2024-03-30,30,3,March,1,2024,13
91,2024-03-31,31,3,March,1,2024,13
92,2024-04-01,1,4,April,2,2024,14
93,2024-04-02,2,4,April,2,2024,14
94,2024-04-03,3,4,April,2,2024,14
95,2024-04-04,4,4,April,2,2024,14
96,2024-04-05,5,4,April,2,2024,14
97,2024-04-06,6,4,April,2,2024,14
98,2024-04-07,7,4,April,2,2024,14
99,2024-04-08,8,4,April,2,2024,15
100,2024-04-09,9,4,April,2,2024,15
101,2024-04-10,10,4,April,2,2024,15
102,2024-04-11,11,4,April,2,2024,15
103,2024-04-12,12,4,April,2,2024,15
104,2024-04-13,13,4,April,2,2024,15
105,2024-04-14,14,4,April,2,2024,15
106,2024-04-15,15,4,April,2,2024,16
107,2024-04-16,16,4,April,2,2024,16
108,2024-04-17,17,4,April,2,2024,16
109,2024-04-18,18,4,April,2,2024,16
110,2024-04-19,19,4,April,2,2024,16
111,2024-04-20,20,4,April,2,2024,16
112,2024-04-21,21,4,April,2,2024,16
113,2024-04-22,22,4,April,2,2024,17
114,2024-04-23,23,4,April,2,2024,17
115,2024-04-24,24,4,April,2,2024,17
116,2024-04-25,25,4,April,2,2024,17
117,2024-04-26,26,4,April,2,2024,17
118,2024-04-27,27,4,April,2,2024,17
119,2024-04-28,28,4,April,2,2024,17
120,2024-04-29,29,4,April,2,2024,18
121,2024-04-30,30,4,April,2,2024,18
122,2024-05-01,1,5,May,2,2024,18
123,2024-05-02,2,5,May,2,2024,18
124,2024-05-03,3,5,May,2,2024,18
125,2024-05-04,4,5,May,2,2024,18
126,2024-05-05,5,5,May,2,2024,18
127,2024-05-06,6,5,May,2,2024,19
128,2024-05-07,7,5,May,2,2024,19
129,2024-05-08,8,5,May,2,2024,19
130,2024-05-09,9,5,May,2,2024,19
131,2024-05-10,10,5,May,2,2024,19
132,2024-05-11,11,5,May,2,2024,19
133,2024-05-12,12,5,May,2,2024,19
134,2024-05-13,13,5,May,2,2024,20
135,2024-05-14,14,5,May,2,2024,20
136,2024-05-15,15,5,May,2,2024,20
137,2024-05-16,16,5,May,2,2024,20
138,2024-05-17,17,5,May,2,2024,20
139,2024-05-18,18,5,May,2,2024,20
140,2024-05-19,19,5,May,2,2024,20
141,2024-05-20,20,5,May,2,2024,21
142,2024-05-21,21,5,May,2,2024,21
143,2024-05-22,22,5,May,2,2024,21
144,2024-05-23,23,5,May,2,2024,21
145,2024-05-24,24,5,May,2,2024,21
146,2024-05-25,25,5,May,2,2024,21
147,2024-05-26,26,5,May,2,2024,21
148,2024-05-27,27,5,May,2,2024,22
149,2024-05-28,28,5,May,2,2024,22
150,2024-05-29,29,5,May,2,2024,22
151,2024-05-30,30,5,May,2,2024,22
152,2024-05-31,31,5,May,2,2024,22
153,2024-06-01,1,6,June,2,2024,22
154,2024-06-02,2,6,June,2,2024,22
155,2024-06-03,3,6,June,2,2024,23
156,2024-06-04,4,6,June,2,2024,23
157,2024-06-05,5,6,June,2,2024,23
158,2024-06-06,6,6,June,2,2024,23
159,2024-06-07,7,6,June,2,2024,23
160,2024-06-08,8,6,June,2,2024,23
161,2024-06-09,9,6,June,2,2024,23
162,2024-06-10,10,6,June,2,2024,24
163,2024-06-11,11,6,June,2,2024,24
164,2024-06-12,12,6,June,2,2024,24
165,2024-06-13,13,6,June,2,2024,24
166,2024-06-14,14,6,June,2,2024,24
167,2024-06-15,15,6,June,2,2024,24
168,2024-06-16,16,6,June,2,2024,24
169,2024-06-17,17,6,June,2,2024,25
170,2024-06-18,18,6,June,2,2024,25
171,2024-06-19,19,6,June,2,2024,25
172,2024-06-20,20,6,June,2,2024,25
173,2024-06-21,21,6,June,2,2024,25
174,2024-06-22,22,6,June,2,2024,25
175,2024-06-23,23,6,June,2,2024,25
176,2024-06-24,24,6,June,2,2024,26
177,2024-06-25,25,6,June,2,2024,26
178,2024-06-26,26,6,June,2,2024,26
179,2024-06-27,27,6,June,2,2024,26
180,2024-06-28,28,6,June,2,2024,26
181,2024-06-29,29,6,June,2,2024,26
182,2024-06-30,30,6,June,2,2024,26
183,2024-07-01,1,7,July,3,2024,27
184,2024-07-02,2,7,July,3,2024,27
185,2024-07-03,3,7,July,3,2024,27
186,2024-07-04,4,7,July,3,2024,27
187,2024-07-05,5,7,July,3,2024,27
188,2024-07-06,6,7,July,3,2024,27
189,2024-07-07,7,7,July,3,2024,27
190,2024-07-08,8,7,July,3,2024,28
191,2024-07-09,9,7,July,3,2024,28
192,2024-07-10,10,7,July,3,2024,28
193,2024-07-11,11,7,July,3,2024,28
194,2024-07-12,12,7,July,3,2024,28
195,2024-07-13,13,7,July,3,2024,28
196,2024-07-14,14,7,July,3,2024,28
197,2024-07-15,15,7,July,3,2024,29
198,2024-07-16,16,7,July,3,2024,29
199,2024-07-17,17,7,July,3,2024,29
200,2024-07-18,18,7,July,3,2024,29
201,2024-07-19,19,7,July,3,2024,29
202,2024-07-20,20,7,July,3,2024,29
203,2024-07-21,21,7,July,3,2024,29
204,2024-07-22,22,7,July,3,2024,30
205,2024-07-23,23,7,July,3,2024,30
206,2024-07-24,24,7,July,3,2024,30
207,2024-07-25,25,7,July,3,2024,30
208,2024-07-26,26,7,July,3,2024,30
209,2024-07-27,27,7,July,3,2024,30
210,2024-07-28,28,7,July,3,2024,30
211,2024-07-29,29,7,July,3,2024,31
212,2024-07-30,30,7,July,3,2024,31
213,2024-07-31,31,7,July,3,2024,31
214,2024-08-01,1,8,August,3,2024,31
215,2024-08-02,2,8,August,3,2024,31
216,2024-08-03,3,8,August,3,2024,31
217,2024-08-04,4,8,August,3,2024,31
218,2024-08-05,5,8,August,3,2024,32
219,2024-08-06,6,8,August,3,2024,32
220,2024-08-07,7,8,August,3,2024,32
221,2024-08-08,8,8,August,3,2024,32
222,2024-08-09,9,8,August,3,2024,32
223,2024-08-10,10,8,August,3,2024,32
224,2024-08-11,11,8,August,3,2024,32
225,2024-08-12,12,8,August,3,2024,33
226,2024-08-13,13,8,August,3,2024,33
227,2024-08-14,14,8,August,3,2024,33
228,2024-08-15,15,8,August,3,2024,33
229,2024-08-16,16,8,August,3,2024,33
230,2024-08-17,17,8,August,3,2024,33
231,2024-08-18,18,8,August,3,2024,33
232,2024-08-19,19,8,August,3,2024,34
233,2024-08-20,20,8,August,3,2024,34
234,2024-08-21,21,8,August,3,2024,34
235,2024-08-22,22,8,August,3,2024,34
236,2024-08-23,23,8,August,3,2024,34
237,2024-08-24,24,8,August,3,2024,34
238,2024-08-25,25,8,August,3,2024,34
239,2024-08-26,26,8,August,3,2024,35
240,2024-08-27,27,8,August,3,2024,35
241,2024-08-28,28,8,August,3,2024,35
242,2024-08-29,29,8,August,3,2024,35
243,2024-08-30,30,8,August,3,2024,35
244,2024-08-31,31,8,August,3,2024,35
245,2024-09-01,1,9,September,3,2024,35
246,2024-09-02,2,9,September,3,2024,36
247,2024-09-03,3,9,September,3,2024,36
248,2024-09-04,4,9,September,3,2024,36
249,2024-09-05,5,9,September,3,2024,36
250,2024-09-06,6,9,September,3,2024,36
251,2024-09-07,7,9,September,3,2024,36
252,2024-09-08,8,9,September,3,2024,36
253,2024-09-09,9,9,September,3,2024,37
254,2024-09-10,10,9,September,3,2024,37
255,2024-09-11,11,9,September,3,2024,37
256,2024-09-12,12,9,September,3,2024,37
257,2024-09-13,13,9,September,3,2024,37
258,2024-09-14,14,9,September,3,2024,37
259,2024-09-15,15,9,September,3,2024,37
260,2024-09-16,16,9,September,3,2024,38
261,2024-09-17,17,9,September,3,2024,38
262,2024-09-18,18,9,September,3,2024,38
263,2024-09-19,19,9,September,3,2024,38
264,2024-09-20,20,9,September,3,2024,38
265,2024-09-21,21,9,September,3,2024,38
266,2024-09-22,22,9,September,3,2024,38
267,2024-09-23,23,9,September,3,2024,39
268,2024-09-24,24,9,September,3,2024,39
269,2024-09-25,25,9,September,3,2024,39
270,2024-09-26,26,9,September,3,2024,39
271,2024-09-27,27,9,September,3,2024,39
272,2024-09-28,28,9,September,3,2024,39
273,2024-09-29,29,9,September,3,2024,39
274,2024-09-30,30,9,September,3,2024,40
275,2024-10-01,1,10,October,4,2024,40
276,2024-10-02,2,10,October,4,2024,40
277,2024-10-03,3,10,October,4,2024,40
278,2024-10-04,4,10,October,4,2024,40
279,2024-10-05,5,10,October,4,2024,40
280,2024-10-06,6,10,October,4,2024,40
281,2024-10-07,7,10,October,4,2024,41
282,2024-10-08,8,10,October,4,2024,41
283,2024-10-09,9,10,October,4,2024,41
284,2024-10-10,10,10,October,4,2024,41
285,2024-10-11,11,10,October,4,2024,41
286,2024-10-12,12,10,October,4,2024,41
287,2024-10-13,13,10,October,4,2024,41
288,2024-10-14,14,10,October,4,2024,42
289,2024-10-15,15,10,October,4,2024,42
290,2024-10-16,16,10,October,4,2024,42
291,2024-10-17,17,10,October,4,2024,42
292,2024-10-18,18,10,October,4,2024,42
293,2024-10-19,19,10,October,4,2024,42
294,2024-10-20,20,10,October,4,2024,42
295,2024-10-21,21,10,October,4,2024,43
296,2024-10-22,22,10,October,4,2024,43
297,2024-10-23,23,10,October,4,2024,43
298,2024-10-24,24,10,October,4,2024,43
299,2024-10-25,25,10,October,4,2024,43
300,2024-10-26,26,10,October,4,2024,43
301,2024-10-27,27,10,October,4,2024,43
302,2024-10-28,28,10,October,4,2024,44
303,2024-10-29,29,10,October,4,2024,44
304,2024-10-30,30,10,October,4,2024,44
305,2024-10-31,31,10,October,4,2024,44
306,2024-11-01,1,11,November,4,2024,44
307,2024-11-02,2,11,November,4,2024,44
308,2024-11-03,3,11,November,4,2024,44
309,2024-11-04,4,11,November,4,2024,45
310,2024-11-05,5,11,November,4,2024,45
311,2024-11-06,6,11,November,4,2024,45
312,2024-11-07,7,11,November,4,2024,45
313,2024-11-08,8,11,November,4,2024,45
314,2024-11-09,9,11,November,4,2024,45
315,2024-11-10,10,11,November,4,2024,45
316,2024-11-11,11,11,November,4,2024,46
317,2024-11-12,12,11,November,4,2024,46
318,2024-11-13,13,11,November,4,2024,46
319,2024-11-14,14,11,November,4,2024,46
320,2024-11-15,15,11,November,4,2024,46
321,2024-11-16,16,11,November,4,2024,46
322,2024-11-17,17,11,November,4,2024,46
323,2024-11-18,18,11,November,4,2024,47
324,2024-11-19,19,11,November,4,2024,47
325,2024-11-20,20,11,November,4,2024,47
326,2024-11-21,21,11,November,4,2024,47
327,2024-11-22,22,11,November,4,2024,47
328,2024-11-23,23,11,November,4,2024,47
329,2024-11-24,24,11,November,4,2024,47
330,2024-11-25,25,11,November,4,2024,48
331,2024-11-26,26,11,November,4,2024,48
332,2024-11-27,27,11,November,4,2024,48
333,2024-11-28,28,11,November,4,2024,48
334,2024-11-29,29,11,November,4,2024,48
335,2024-11-30,30,11,November,4,2024,48
336,2024-12-01,1,12,December,4,2024,48
337,2024-12-02,2,12,December,4,2024,49
338,2024-12-03,3,12,December,4,2024,49
339,2024-12-04,4,12,December,4,2024,49
340,2024-12-05,5,12,December,4,2024,49
341,2024-12-06,6,12,December,4,2024,49
342,2024-12-07,7,12,December,4,2024,49
343,2024-12-08,8,12,December,4,2024,49
344,2024-12-09,9,12,December,4,2024,50
345,2024-12-10,10,12,December,4,2024,50
346,2024-12-11,11,12,December,4,2024,50
347,2024-12-12,12,12,December,4,2024,50
348,2024-12-13,13,12,December,4,2024,50
349,2024-12-14,14,12,December,4,2024,50
350,2024-12-15,15,12,December,4,2024,50
351,2024-12-16,16,12,December,4,2024,51
352,2024-12-17,17,12,December,4,2024,51
353,2024-12-18,18,12,December,4,2024,51
354,2024-12-19,19,12,December,4,2024,51
355,2024-12-20,20,12,December,4,2024,51
356,2024-12-21,21,12,December,4,2024,51
357,2024-12-22,22,12,December,4,2024,51
358,2024-12-23,23,12,December,4,2024,52
359,2024-12-24,24,12,December,4,2024,52
360,2024-12-25,25,12,December,4,2024,52
361,2024-12-26,26,12,December,4,2024,52
362,2024-12-27,27,12,December,4,2024,52
363,2024-12-28,28,12,December,4,2024,52
364,2024-12-29,29,12,December,4,2024,52
365,2024-12-30,30,12,December,4,2024,1
366,2024-12-31,31,12,December,4,2024,1
